_id,record_id,scheme_name,scheme_url,state,business_stage,enterprise_type,sector,eligibility_rule,required_document,is_real_source
69778b6e5dbe0abc98245da7,5f74e38d-72cf-49b4-a795-076580346a0b,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,- Loan size is from ₹10 lakhs to ₹1 crore.,GST Certificate,True
69778b6e5dbe0abc98245da8,7877aa21-09c1-4d62-8d1b-be3ca3320160,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,- Loan size is from ₹10 lakhs to ₹1 crore.,Udyam Certificate,True
69778b6e5dbe0abc98245da9,fdcd9cab-f343-425f-ab54-1f3041b284c9,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,- Loan size is from ₹10 lakhs to ₹1 crore.,Bank Statement,True
69778b6e5dbe0abc98245daa,b3cfc93f-b448-4706-985e-77ded4d950f5,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,- Comprises a composite loan (including Term Loan and Working Capital).,GST Certificate,True
69778b6e5dbe0abc98245dab,8c4d1336-7023-4c0b-86f1-b05faf054c8e,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,- Comprises a composite loan (including Term Loan and Working Capital).,Udyam Certificate,True
69778b6e5dbe0abc98245dac,88b00798-9476-40dd-a285-95c000643e68,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,- Comprises a composite loan (including Term Loan and Working Capital).,Bank Statement,True
69778b6e5dbe0abc98245dad,7effcfaf-e6be-4ef1-87fd-7634b128496a,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,"- Key Elements: Stand-Up India Ecosystem, Promoter Contribution of 15%, Marginal Money security cover under Credit Guarantee Fund Scheme for Stand-Up India Loans (CGFSIL). Impact Stories:",GST Certificate,True
69778b6e5dbe0abc98245dae,3b179aab-5ae0-4c8b-8e13-f651cc4161f7,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,"- Key Elements: Stand-Up India Ecosystem, Promoter Contribution of 15%, Marginal Money security cover under Credit Guarantee Fund Scheme for Stand-Up India Loans (CGFSIL). Impact Stories:",Udyam Certificate,True
69778b6e5dbe0abc98245daf,d886d033-2a27-4fdc-b389-732f6df4b9ef,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,"- Key Elements: Stand-Up India Ecosystem, Promoter Contribution of 15%, Marginal Money security cover under Credit Guarantee Fund Scheme for Stand-Up India Loans (CGFSIL). Impact Stories:",Bank Statement,True
69778b6e5dbe0abc98245db0,8fd5eeb4-dad3-47bf-8fa7-98f1ac3a98ee,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,"- Prometheus is the beneficiary under STAND UP INDIA loan scheme. She has been given a loan for setting up of an Optometric clinic with vision therapy as she is a low vision therapist. As per the promoteur, she can earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low vision specialist, and has been granted loan sanction by PNB, Anna Nagar Branch, Chennai.",GST Certificate,True
69778b6e5dbe0abc98245db1,66ce336b-c364-4716-806a-54190284648e,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,"- Prometheus is the beneficiary under STAND UP INDIA loan scheme. She has been given a loan for setting up of an Optometric clinic with vision therapy as she is a low vision therapist. As per the promoteur, she can earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low vision specialist, and has been granted loan sanction by PNB, Anna Nagar Branch, Chennai.",Udyam Certificate,True
69778b6e5dbe0abc98245db2,cc8c9fdb-bc6a-48a7-8069-b4b7ea7fe873,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,"- Prometheus is the beneficiary under STAND UP INDIA loan scheme. She has been given a loan for setting up of an Optometric clinic with vision therapy as she is a low vision therapist. As per the promoteur, she can earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low vision specialist, and has been granted loan sanction by PNB, Anna Nagar Branch, Chennai.",Bank Statement,True
69778b6e5dbe0abc98245db3,6af204d3-f73a-4b59-9a65-cdcad843f780,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,"- Gaining experience from her father in law, the promoteur is able to stand alone as an optometrist after gaining experience from him. She has seen the website and learnt about the Anna Nagar branch extending STAND UP INDIA scheme and approached directly. According to the promoteur, she never dreamt of getting loan sanctioned in shortest time, which is why she is very happy and able to earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low v",GST Certificate,True
69778b6e5dbe0abc98245db4,fc40b1b5-4e74-4c14-9260-d4ab9400f521,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,"- Gaining experience from her father in law, the promoteur is able to stand alone as an optometrist after gaining experience from him. She has seen the website and learnt about the Anna Nagar branch extending STAND UP INDIA scheme and approached directly. According to the promoteur, she never dreamt of getting loan sanctioned in shortest time, which is why she is very happy and able to earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low v",Udyam Certificate,True
69778b6e5dbe0abc98245db5,4efd05bd-1bdb-4962-b6c8-0b022e5677b6,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,"- Gaining experience from her father in law, the promoteur is able to stand alone as an optometrist after gaining experience from him. She has seen the website and learnt about the Anna Nagar branch extending STAND UP INDIA scheme and approached directly. According to the promoteur, she never dreamt of getting loan sanctioned in shortest time, which is why she is very happy and able to earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low v",Bank Statement,True
69778b6e5dbe0abc98245db6,943895f5-a355-4126-b3a0-4a15d1428609,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,,GST Certificate,True
69778b6e5dbe0abc98245db7,6b3fd6d2-7c23-429e-8d16-544000b0e0ae,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,,Udyam Certificate,True
69778b6e5dbe0abc98245db8,f547ab8f-35e0-4916-8f11-94a4a83b5fc8,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,,Bank Statement,True
69778b6e5dbe0abc98245db9,a7ec3e2d-6d34-453f-a718-09a202f0da13,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,,GST Certificate,True
69778b6e5dbe0abc98245dba,f59418b2-4681-49f0-8e95-482b5c36c087,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,,Udyam Certificate,True
69778b6e5dbe0abc98245dbb,3da9c008-f364-4b79-bf8a-4104599ee560,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Manufacturing,,Bank Statement,True
69778b6e5dbe0abc98245dbc,f3240234-0f92-4d4f-afdb-8bf77469d6ca,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,Extract:,GST Certificate,True
69778b6e5dbe0abc98245dbd,d3795982-4b9c-40c8-aae7-ca034a0fcd91,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,Extract:,Udyam Certificate,True
69778b6e5dbe0abc98245dbe,6b4d77af-f49f-4026-b715-8ecbc900e37b,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,Extract:,Bank Statement,True
69778b6e5dbe0abc98245dbf,71798a35-3435-4ff9-8646-ff4b04fec64a,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Eligibility criteria,GST Certificate,True
69778b6e5dbe0abc98245dc0,c2fa68fb-0f3a-45e5-8914-ea99bbbe20a4,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Eligibility criteria,Udyam Certificate,True
69778b6e5dbe0abc98245dc1,3115a0a6-2f9c-4b4f-b479-85faebf4f6a2,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Eligibility criteria,Bank Statement,True
69778b6e5dbe0abc98245dc2,711e6f2c-1fa3-416b-af87-39ee2f91c722,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Required documents,GST Certificate,True
69778b6e5dbe0abc98245dc3,88501b88-4161-4ef9-adf5-41858b397180,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Required documents,Udyam Certificate,True
69778b6e5dbe0abc98245dc4,7c2ee089-85b8-4c3e-9374-13768dc5f998,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Required documents,Bank Statement,True
69778b6e5dbe0abc98245dc5,4edd39cd-649e-45ef-9437-252d2df35096,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,Return as bullet points.,GST Certificate,True
69778b6e5dbe0abc98245dc6,82853a7b-ae86-4d19-824c-c6e3d8701e5d,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,Return as bullet points.,Udyam Certificate,True
69778b6e5dbe0abc98245dc7,2156f30b-d368-446b-9b2e-9505d5e86b27,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,Return as bullet points.,Bank Statement,True
69778b6e5dbe0abc98245dc8,bf88df01-f9fd-44c6-bff8-d5033e67b4ee,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,,GST Certificate,True
69778b6e5dbe0abc98245dc9,e9c4368e-c8f6-4824-b8eb-d4bdcae678b6,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,,Udyam Certificate,True
69778b6e5dbe0abc98245dca,21fd2668-0843-4001-ad35-bdd98e161f86,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,,Bank Statement,True
69778b6e5dbe0abc98245dcb,32f84bef-9d74-44c5-b5aa-227765453a3c,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,TEXT:,GST Certificate,True
69778b6e5dbe0abc98245dcc,50f87aeb-5f2f-444e-8abc-39f66270e115,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,TEXT:,Udyam Certificate,True
69778b6e5dbe0abc98245dcd,bee20c64-1125-4d74-b84d-01c5718cf994,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,TEXT:,Bank Statement,True
69778b6e5dbe0abc98245dce,e1377ec2-0db0-441d-9e67-1bdd82246655,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,StandupIndia Login Applicaunt Login Applicaant Registration Other Users Home About Us Stand-Up India Scheme facilitate...,GST Certificate,True
69778b6e5dbe0abc98245dcf,e4a98db6-b76a-4aa7-8151-6fde63b21676,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,StandupIndia Login Applicaunt Login Applicaant Registration Other Users Home About Us Stand-Up India Scheme facilitate...,Udyam Certificate,True
69778b6e5dbe0abc98245dd0,71cd9497-51ba-465c-9a30-1b645a3791c4,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,StandupIndia Login Applicaunt Login Applicaant Registration Other Users Home About Us Stand-Up India Scheme facilitate...,Bank Statement,True
69778b6e5dbe0abc98245dd1,f770d732-fd40-41b7-b7e7-e4742046be48,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,,GST Certificate,True
69778b6e5dbe0abc98245dd2,f1ec9610-479d-40f1-89f1-0b411b91da2c,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,,Udyam Certificate,True
69778b6e5dbe0abc98245dd3,b308611b-70da-4560-a86c-c375549cccd0,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,,Bank Statement,True
69778b6e5dbe0abc98245dd4,bde9704a-0387-4bb2-86a7-7c23d79c2766,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,"Communities Stand-up India Scheme facilitates bank loan between ₹10 lakhs and ₹1 crore for Applicants to establish a greenfield enterprise. The Borrower Type Loans to SC/ST and Women Entrepreneurs with at least 51% of the shareholding and controlling stake, either an SC/ST or woman entrepreneur. Salient Features:",GST Certificate,True
69778b6e5dbe0abc98245dd5,a0470e79-212f-4723-9824-4f4e11890558,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,"Communities Stand-up India Scheme facilitates bank loan between ₹10 lakhs and ₹1 crore for Applicants to establish a greenfield enterprise. The Borrower Type Loans to SC/ST and Women Entrepreneurs with at least 51% of the shareholding and controlling stake, either an SC/ST or woman entrepreneur. Salient Features:",Udyam Certificate,True
69778b6e5dbe0abc98245dd6,1a0852a9-a9e9-4030-93cf-b759b3f63dd3,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,"Communities Stand-up India Scheme facilitates bank loan between ₹10 lakhs and ₹1 crore for Applicants to establish a greenfield enterprise. The Borrower Type Loans to SC/ST and Women Entrepreneurs with at least 51% of the shareholding and controlling stake, either an SC/ST or woman entrepreneur. Salient Features:",Bank Statement,True
69778b6e5dbe0abc98245dd7,5fb21a56-2fe2-4a70-824e-2e5b4bf7c57d,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Loans of between ₹10 lakhs to ₹1 crore for Applicants.,GST Certificate,True
69778b6e5dbe0abc98245dd8,a3c77669-77de-409b-9b29-4f3906c679dc,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Loans of between ₹10 lakhs to ₹1 crore for Applicants.,Udyam Certificate,True
69778b6e5dbe0abc98245dd9,657456bf-cff8-4b8c-99ce-5b4fc73d015f,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Loans of between ₹10 lakhs to ₹1 crore for Applicants.,Bank Statement,True
69778b6e5dbe0abc98245dda,ef4c8e5d-aadc-42dc-b494-7f25400b2fc3,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Enterprise loans for setting up a greenfield enterprise.,GST Certificate,True
69778b6e5dbe0abc98245ddb,19c00d70-c50f-4676-b766-6beae74fb2ce,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Enterprise loans for setting up a greenfield enterprise.,Udyam Certificate,True
69778b6e5dbe0abc98245ddc,205c9726-1b5e-4a41-abdb-b663e6f53755,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Enterprise loans for setting up a greenfield enterprise.,Bank Statement,True
69778b6e5dbe0abc98245ddd,a4ba6cff-96f8-42ff-b65a-ee2115b9ef5d,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Loan size is from ₹10 lakhs to ₹1 crore.,GST Certificate,True
69778b6e5dbe0abc98245dde,aebf4928-4479-4686-a26f-e5274164a707,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Loan size is from ₹10 lakhs to ₹1 crore.,Udyam Certificate,True
69778b6e5dbe0abc98245ddf,3b2296ab-684a-4d99-85b8-7baa7d13062d,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Loan size is from ₹10 lakhs to ₹1 crore.,Bank Statement,True
69778b6e5dbe0abc98245de0,103de5e9-9e41-42af-97a5-b9cfeb32f298,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Comprises a composite loan (including Term Loan and Working Capital).,GST Certificate,True
69778b6e5dbe0abc98245de1,8b84b75e-aa66-4008-998c-9285daafcddd,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Comprises a composite loan (including Term Loan and Working Capital).,Udyam Certificate,True
69778b6e5dbe0abc98245de2,aafb8e3c-41c0-4fd2-90d0-155b39575e5a,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,- Comprises a composite loan (including Term Loan and Working Capital).,Bank Statement,True
69778b6e5dbe0abc98245de3,7c425ffe-8a58-4c34-9ba0-9d43c057a132,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,"- Key Elements: Stand-Up India Ecosystem, Promoter Contribution of 15%, Marginal Money security cover under Credit Guarantee Fund Scheme for Stand-Up India Loans (CGFSIL). Impact Stories:",GST Certificate,True
69778b6e5dbe0abc98245de4,adef8b69-37a7-4fc7-8d1d-2662b3032c61,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,"- Key Elements: Stand-Up India Ecosystem, Promoter Contribution of 15%, Marginal Money security cover under Credit Guarantee Fund Scheme for Stand-Up India Loans (CGFSIL). Impact Stories:",Udyam Certificate,True
69778b6e5dbe0abc98245de5,04a4751f-df45-4051-9211-3703909e5b5a,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,"- Key Elements: Stand-Up India Ecosystem, Promoter Contribution of 15%, Marginal Money security cover under Credit Guarantee Fund Scheme for Stand-Up India Loans (CGFSIL). Impact Stories:",Bank Statement,True
69778b6e5dbe0abc98245de6,69aee205-5ca2-4324-8ce9-0d14f069d518,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,"- Prometheus is the beneficiary under STAND UP INDIA loan scheme. She has been given a loan for setting up of an Optometric clinic with vision therapy as she is a low vision therapist. As per the promoteur, she can earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low vision specialist, and has been granted loan sanction by PNB, Anna Nagar Branch, Chennai.",GST Certificate,True
69778b6e5dbe0abc98245de7,5aa809e1-3d2d-450f-b784-2f9fffc168ba,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,"- Prometheus is the beneficiary under STAND UP INDIA loan scheme. She has been given a loan for setting up of an Optometric clinic with vision therapy as she is a low vision therapist. As per the promoteur, she can earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low vision specialist, and has been granted loan sanction by PNB, Anna Nagar Branch, Chennai.",Udyam Certificate,True
69778b6e5dbe0abc98245de8,c123afae-2f86-4119-b399-c4bbe4d7e469,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,"- Prometheus is the beneficiary under STAND UP INDIA loan scheme. She has been given a loan for setting up of an Optometric clinic with vision therapy as she is a low vision therapist. As per the promoteur, she can earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low vision specialist, and has been granted loan sanction by PNB, Anna Nagar Branch, Chennai.",Bank Statement,True
69778b6e5dbe0abc98245de9,c7c2e04e-e106-486e-8a11-eac84573ee8e,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Idea,Micro,Service,"- Gaining experience from her father in law, the promoteur is able to stand alone as an optometrist after gaining experience from him. She has seen the website and learnt about the Anna Nagar branch extending STAND UP INDIA scheme and approached directly. According to the promoteur, she never dreamt of getting loan sanctioned in shortest time, which is why she is very happy and able to earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low v",GST Certificate,True
